data_year,civilian_ct,female_civilian_ct,female_officer_ct,female_total_ct,male_civilian_ct,male_officer_ct,male_total_ct,population,total_pe_ct,state_id,state_name,state_abbr
1985,490.0,369.0,65.0,434.0,121.0,976.0,1097.0,579424.0,1531.0,1,Alaska,AK
1986,734.0,436.0,74.0,510.0,298.0,957.0,1255.0,534000.0,1765.0,1,Alaska,AK
1987,531.0,349.0,66.0,415.0,182.0,898.0,1080.0,525000.0,1495.0,1,Alaska,AK
1988,583.0,401.0,59.0,460.0,182.0,898.0,1080.0,513000.0,1540.0,1,Alaska,AK
1989,536.0,386.0,55.0,441.0,150.0,889.0,1039.0,527000.0,1480.0,1,Alaska,AK
1990,516.0,397.0,72.0,469.0,119.0,916.0,1035.0,550043.0,1504.0,1,Alaska,AK
1991,614.0,450.0,70.0,520.0,164.0,964.0,1128.0,570000.0,1648.0,1,Alaska,AK
1992,552.0,431.0,70.0,501.0,121.0,954.0,1075.0,587000.0,1576.0,1,Alaska,AK
1993,615.0,448.0,72.0,520.0,167.0,1010.0,1177.0,599000.0,1697.0,1,Alaska,AK
1994,578.0,439.0,75.0,514.0,139.0,998.0,1137.0,606000.0,1651.0,1,Alaska,AK
1995,637.0,457.0,83.0,540.0,180.0,1051.0,1231.0,604000.0,1771.0,1,Alaska,AK
1996,653.0,475.0,84.0,559.0,178.0,1072.0,1250.0,607000.0,1809.0,1,Alaska,AK
1997,444.0,334.0,76.0,410.0,110.0,781.0,891.0,609000.0,1301.0,1,Alaska,AK
1998,659.0,457.0,94.0,551.0,202.0,1019.0,1221.0,614000.0,1772.0,1,Alaska,AK
1999,688.0,495.0,103.0,598.0,193.0,1066.0,1259.0,619000.0,1857.0,1,Alaska,AK
2000,675.0,475.0,103.0,578.0,200.0,1055.0,1255.0,626932.0,1833.0,1,Alaska,AK
2001,661.0,463.0,107.0,570.0,198.0,1097.0,1295.0,634892.0,1865.0,1,Alaska,AK
2002,701.0,482.0,112.0,594.0,219.0,1091.0,1310.0,643893.0,1904.0,1,Alaska,AK
2003,682.0,470.0,111.0,581.0,212.0,1063.0,1275.0,648921.0,1856.0,1,Alaska,AK
2004,688.0,470.0,127.0,597.0,218.0,1125.0,1343.0,655932.0,1940.0,1,Alaska,AK
2005,669.0,468.0,119.0,587.0,201.0,1097.0,1298.0,664150.0,1885.0,1,Alaska,AK
2006,722.0,485.0,126.0,611.0,237.0,1133.0,1370.0,670527.0,1981.0,1,Alaska,AK
2007,689.0,454.0,119.0,573.0,235.0,1127.0,1362.0,683918.0,1935.0,1,Alaska,AK
2008,708.0,474.0,119.0,593.0,234.0,1180.0,1414.0,686732.0,2007.0,1,Alaska,AK
2009,720.0,474.0,109.0,583.0,246.0,1195.0,1441.0,698901.0,2024.0,1,Alaska,AK
2010,730.0,474.0,106.0,580.0,256.0,1152.0,1408.0,711456.0,1988.0,1,Alaska,AK
2011,710.0,472.0,109.0,581.0,238.0,1215.0,1453.0,725910.0,2034.0,1,Alaska,AK
2012,690.0,453.0,109.0,562.0,237.0,1221.0,1458.0,735190.0,2020.0,1,Alaska,AK
2013,634.0,443.0,113.0,556.0,191.0,1248.0,1439.0,739005.0,1995.0,1,Alaska,AK
2014,691.0,456.0,116.0,572.0,235.0,1202.0,1437.0,740644.0,2009.0,1,Alaska,AK
2015,691.0,456.0,116.0,572.0,235.0,1200.0,1435.0,743350.0,2007.0,1,Alaska,AK
2016,728.0,472.0,113.0,585.0,256.0,1156.0,1412.0,747188.0,1997.0,1,Alaska,AK
2017,686.0,437.0,112.0,549.0,249.0,1135.0,1384.0,744849.0,1933.0,1,Alaska,AK
2018,699.0,436.0,124.0,560.0,263.0,1162.0,1425.0,742552.0,1985.0,1,Alaska,AK
1985,2987.0,1790.0,398.0,2188.0,1197.0,6532.0,7729.0,4086156.0,9917.0,2,Alabama,AL
1986,3068.0,1846.0,501.0,2347.0,1222.0,6832.0,8054.0,4120193.0,10401.0,2,Alabama,AL
1987,3127.0,1914.0,496.0,2410.0,1213.0,6824.0,8037.0,4149862.0,10447.0,2,Alabama,AL
1988,3216.0,1962.0,510.0,2472.0,1254.0,6989.0,8243.0,4199336.0,10715.0,2,Alabama,AL
1989,3299.0,2033.0,564.0,2597.0,1266.0,7158.0,8424.0,4194689.0,11021.0,2,Alabama,AL
1990,3443.0,2159.0,593.0,2752.0,1284.0,7421.0,8705.0,4114708.0,11457.0,2,Alabama,AL
1991,4116.0,2539.0,702.0,3241.0,1577.0,8806.0,10383.0,4774167.0,13624.0,2,Alabama,AL
1992,4035.0,2575.0,840.0,3415.0,1460.0,8969.0,10429.0,4852207.0,13844.0,2,Alabama,AL
1993,3920.0,2396.0,676.0,3072.0,1524.0,8043.0,9567.0,4260591.0,12639.0,2,Alabama,AL
1994,4010.0,2505.0,696.0,3201.0,1505.0,8179.0,9684.0,4293105.0,12885.0,2,Alabama,AL
1995,4296.0,2588.0,699.0,3287.0,1708.0,8492.0,10200.0,4319212.0,13487.0,2,Alabama,AL
1996,4658.0,2894.0,719.0,3613.0,1764.0,8794.0,10558.0,4341388.0,14171.0,2,Alabama,AL
1997,4209.0,2618.0,725.0,3343.0,1591.0,8238.0,9829.0,4388086.0,13172.0,2,Alabama,AL
1998,4820.0,3041.0,743.0,3784.0,1779.0,9323.0,11102.0,4397943.0,14886.0,2,Alabama,AL
1999,4846.0,3050.0,777.0,3827.0,1796.0,9475.0,11271.0,4416008.0,15098.0,2,Alabama,AL
2000,5023.0,3176.0,769.0,3945.0,1847.0,9529.0,11376.0,4488050.0,15321.0,2,Alabama,AL
2001,5207.0,3336.0,755.0,4091.0,1871.0,9482.0,11353.0,4502059.0,15444.0,2,Alabama,AL
2002,5127.0,3218.0,769.0,3987.0,1909.0,9523.0,11432.0,4516995.0,15419.0,2,Alabama,AL
2003,5250.0,3344.0,752.0,4096.0,1906.0,9725.0,11631.0,4531274.0,15727.0,2,Alabama,AL
2004,5382.0,3393.0,769.0,4162.0,1989.0,9820.0,11809.0,4550680.0,15971.0,2,Alabama,AL
2005,5223.0,3294.0,782.0,4076.0,1929.0,9910.0,11839.0,4575157.0,15915.0,2,Alabama,AL
2006,5544.0,3505.0,776.0,4281.0,2039.0,9910.0,11949.0,4616525.0,16230.0,2,Alabama,AL
2007,5787.0,3695.0,759.0,4454.0,2092.0,10126.0,12218.0,4646319.0,16672.0,2,Alabama,AL
2008,5801.0,3649.0,810.0,4459.0,2152.0,10391.0,12543.0,4684189.0,17002.0,2,Alabama,AL
2009,5787.0,3596.0,815.0,4411.0,2191.0,10707.0,12898.0,4732747.0,17309.0,2,Alabama,AL
2010,5424.0,3354.0,808.0,4162.0,2070.0,10434.0,12504.0,4792630.0,16666.0,2,Alabama,AL
2011,5701.0,3587.0,801.0,4388.0,2114.0,10668.0,12782.0,4815348.0,17170.0,2,Alabama,AL
2012,5806.0,3584.0,809.0,4393.0,2222.0,10400.0,12622.0,4834334.0,17015.0,2,Alabama,AL
2013,5818.0,3684.0,805.0,4489.0,2134.0,10681.0,12815.0,4845981.0,17304.0,2,Alabama,AL
2014,5655.0,3591.0,829.0,4420.0,2064.0,10613.0,12677.0,4861676.0,17097.0,2,Alabama,AL
2015,5827.0,3694.0,861.0,4555.0,2133.0,10734.0,12867.0,4883134.0,17422.0,2,Alabama,AL
2016,5754.0,3617.0,857.0,4474.0,2137.0,10887.0,13024.0,4885591.0,17498.0,2,Alabama,AL
2017,2827.0,1695.0,338.0,2033.0,1132.0,4899.0,6031.0,4894285.0,8064.0,2,Alabama,AL
2018,5198.0,3196.0,898.0,4094.0,2002.0,9763.0,11765.0,4906885.0,15859.0,2,Alabama,AL
1985,1214.0,778.0,216.0,994.0,436.0,3324.0,3760.0,2402908.0,4754.0,3,Arkansas,AR
1986,1289.0,807.0,206.0,1013.0,482.0,3324.0,3806.0,2418887.0,4819.0,3,Arkansas,AR
1987,1463.0,851.0,144.0,995.0,612.0,3198.0,3810.0,2439566.0,4805.0,3,Arkansas,AR
1988,1553.0,911.0,162.0,1073.0,642.0,3238.0,3880.0,2476263.0,4953.0,3,Arkansas,AR
1989,1624.0,958.0,158.0,1116.0,666.0,3331.0,3997.0,2465686.0,5113.0,3,Arkansas,AR
1990,1769.0,1005.0,165.0,1170.0,764.0,3443.0,4207.0,2407377.0,5377.0,3,Arkansas,AR
1991,1912.0,1080.0,181.0,1261.0,832.0,3535.0,4367.0,2432370.0,5628.0,3,Arkansas,AR
1992,1921.0,1118.0,193.0,1311.0,803.0,3681.0,4484.0,2460041.0,5795.0,3,Arkansas,AR
1993,2046.0,1161.0,211.0,1372.0,885.0,3748.0,4633.0,2482991.0,6005.0,3,Arkansas,AR
1994,2218.0,1251.0,250.0,1501.0,967.0,3965.0,4932.0,2510009.0,6433.0,3,Arkansas,AR
1995,2178.0,1319.0,354.0,1673.0,859.0,4389.0,5248.0,2540304.0,6921.0,3,Arkansas,AR
1996,2282.0,1381.0,392.0,1773.0,901.0,4612.0,5513.0,2569763.0,7286.0,3,Arkansas,AR
1997,2165.0,1314.0,373.0,1687.0,851.0,4229.0,5080.0,2584697.0,6767.0,3,Arkansas,AR
1998,2690.0,1623.0,460.0,2083.0,1067.0,5017.0,6084.0,2667550.0,8167.0,3,Arkansas,AR
1999,2716.0,1699.0,624.0,2323.0,1017.0,5525.0,6542.0,2805880.0,8865.0,3,Arkansas,AR
2000,2892.0,1789.0,550.0,2339.0,1103.0,5425.0,6528.0,2902270.0,8867.0,3,Arkansas,AR
2001,3062.0,1928.0,657.0,2585.0,1134.0,5849.0,6983.0,3075959.0,9568.0,3,Arkansas,AR
2002,3271.0,2035.0,711.0,2746.0,1236.0,6062.0,7298.0,3211957.0,10044.0,3,Arkansas,AR
2003,3687.0,2308.0,739.0,3047.0,1379.0,6668.0,8047.0,3593973.0,11094.0,3,Arkansas,AR
2004,3335.0,2093.0,820.0,2913.0,1242.0,6337.0,7579.0,3214060.0,10492.0,3,Arkansas,AR
2005,3419.0,2151.0,722.0,2873.0,1268.0,6321.0,7589.0,3279873.0,10462.0,3,Arkansas,AR
2006,3476.0,2186.0,713.0,2899.0,1290.0,6248.0,7538.0,3274403.0,10437.0,3,Arkansas,AR
2007,3468.0,2186.0,734.0,2920.0,1282.0,6298.0,7580.0,3218201.0,10500.0,3,Arkansas,AR
2008,3778.0,2387.0,511.0,2898.0,1391.0,5837.0,7228.0,3002258.0,10126.0,3,Arkansas,AR
2009,3851.0,2342.0,533.0,2875.0,1509.0,5859.0,7368.0,2977838.0,10243.0,3,Arkansas,AR
2010,3925.0,2387.0,514.0,2901.0,1538.0,5930.0,7468.0,3034697.0,10369.0,3,Arkansas,AR
2011,3687.0,2260.0,533.0,2793.0,1427.0,5984.0,7411.0,3020076.0,10204.0,3,Arkansas,AR
2012,3722.0,2291.0,544.0,2835.0,1431.0,6099.0,7530.0,3082595.0,10365.0,3,Arkansas,AR
2013,3845.0,2364.0,532.0,2896.0,1481.0,6222.0,7703.0,3109825.0,10599.0,3,Arkansas,AR
2014,3907.0,2300.0,556.0,2856.0,1607.0,6260.0,7867.0,3142848.0,10723.0,3,Arkansas,AR
2015,4001.0,2402.0,548.0,2950.0,1599.0,6285.0,7884.0,3158605.0,10834.0,3,Arkansas,AR
2016,3948.0,2349.0,579.0,2928.0,1599.0,6283.0,7882.0,3098083.0,10810.0,3,Arkansas,AR
2017,3555.0,2042.0,567.0,2609.0,1513.0,5408.0,6921.0,3021597.0,9530.0,3,Arkansas,AR
2018,3885.0,2352.0,620.0,2972.0,1533.0,6123.0,7656.0,3031153.0,10628.0,3,Arkansas,AR
1985,4199.0,2284.0,382.0,2666.0,1915.0,5989.0,7904.0,3195861.0,10570.0,5,Arizona,AZ
1986,4443.0,2468.0,439.0,2907.0,1975.0,6350.0,8325.0,3326187.0,11232.0,5,Arizona,AZ
1987,4602.0,2585.0,491.0,3076.0,2017.0,6500.0,8517.0,3395685.0,11593.0,5,Arizona,AZ
1988,4173.0,2397.0,460.0,2857.0,1776.0,5690.0,7466.0,3475852.0,10323.0,5,Arizona,AZ
1989,4938.0,2737.0,536.0,3273.0,2201.0,6812.0,9013.0,3565734.0,12286.0,5,Arizona,AZ
1990,5092.0,2821.0,571.0,3392.0,2271.0,7027.0,9298.0,3679876.0,12690.0,5,Arizona,AZ
1991,5188.0,2923.0,599.0,3522.0,2265.0,7119.0,9384.0,3764985.0,12906.0,5,Arizona,AZ
1992,5418.0,2921.0,655.0,3576.0,2497.0,6971.0,9468.0,3866234.0,13044.0,5,Arizona,AZ
1993,5585.0,2999.0,685.0,3684.0,2586.0,7205.0,9791.0,3951420.0,13475.0,5,Arizona,AZ
1994,5531.0,2995.0,741.0,3736.0,2536.0,7429.0,9965.0,4090962.0,13701.0,5,Arizona,AZ
1995,5978.0,3268.0,827.0,4095.0,2710.0,7879.0,10589.0,4236915.0,14684.0,5,Arizona,AZ
1996,6570.0,3534.0,881.0,4415.0,3036.0,8144.0,11180.0,4447854.0,15595.0,5,Arizona,AZ
1997,6004.0,3256.0,852.0,4108.0,2748.0,7470.0,10218.0,4575422.0,14326.0,5,Arizona,AZ
1998,7111.0,3919.0,1002.0,4921.0,3192.0,8825.0,12017.0,4709482.0,16938.0,5,Arizona,AZ
1999,7386.0,4071.0,1077.0,5148.0,3315.0,9242.0,12557.0,4790537.0,17705.0,5,Arizona,AZ
2000,7594.0,4260.0,1108.0,5368.0,3334.0,9347.0,12681.0,5142271.0,18049.0,5,Arizona,AZ
2001,7766.0,4433.0,1143.0,5576.0,3333.0,9728.0,13061.0,5356370.0,18637.0,5,Arizona,AZ
2002,7799.0,4565.0,1185.0,5750.0,3234.0,9851.0,13085.0,5502666.0,18835.0,5,Arizona,AZ
2003,7955.0,4616.0,1188.0,5804.0,3339.0,10008.0,13347.0,5637404.0,19151.0,5,Arizona,AZ
2004,8866.0,4941.0,1229.0,6170.0,3925.0,10444.0,14369.0,5995349.0,20539.0,5,Arizona,AZ
2005,9569.0,5178.0,1254.0,6432.0,4391.0,10813.0,15204.0,6208207.0,21636.0,5,Arizona,AZ
2006,9911.0,5383.0,1288.0,6671.0,4528.0,10983.0,15511.0,6425124.0,22182.0,5,Arizona,AZ
2007,10226.0,5564.0,1356.0,6920.0,4662.0,11526.0,16188.0,6558098.0,23108.0,5,Arizona,AZ
2008,10308.0,5654.0,1421.0,7075.0,4654.0,11931.0,16585.0,6733608.0,23660.0,5,Arizona,AZ
2009,10077.0,5470.0,1384.0,6854.0,4607.0,11708.0,16315.0,6609085.0,23169.0,5,Arizona,AZ
2010,9685.0,5268.0,1360.0,6628.0,4417.0,11431.0,15848.0,6404623.0,22476.0,5,Arizona,AZ
2011,9439.0,5099.0,1325.0,6424.0,4340.0,11216.0,15556.0,6505261.0,21980.0,5,Arizona,AZ
2012,10124.0,5514.0,1417.0,6931.0,4610.0,11829.0,16439.0,6669918.0,23370.0,5,Arizona,AZ
2013,9466.0,5001.0,1276.0,6277.0,4465.0,10939.0,15404.0,6646289.0,21681.0,5,Arizona,AZ
2014,10217.0,5415.0,1336.0,6751.0,4802.0,11401.0,16203.0,6753058.0,22954.0,5,Arizona,AZ
2015,9983.0,5303.0,1399.0,6702.0,4680.0,11678.0,16358.0,6851271.0,23060.0,5,Arizona,AZ
2016,10004.0,5391.0,1334.0,6725.0,4613.0,11369.0,15982.0,6951468.0,22707.0,5,Arizona,AZ
2017,9888.0,5379.0,1382.0,6761.0,4509.0,11480.0,15989.0,7037119.0,22750.0,5,Arizona,AZ
2018,9672.0,5255.0,1399.0,6654.0,4417.0,11357.0,15774.0,7192613.0,22428.0,5,Arizona,AZ
1985,22272.0,15200.0,3776.0,18976.0,7072.0,47782.0,54854.0,26566282.0,73830.0,6,California,CA
1986,22872.0,15598.0,4100.0,19698.0,7274.0,48881.0,56155.0,27193441.0,75853.0,6,California,CA
1987,22825.0,15635.0,4328.0,19963.0,7190.0,49143.0,56333.0,27885070.0,76296.0,6,California,CA
1988,21600.0,15272.0,4110.0,19382.0,6328.0,47095.0,53423.0,28413241.0,72805.0,6,California,CA
1989,25596.0,17450.0,5333.0,22783.0,8146.0,52530.0,60676.0,29323401.0,83459.0,6,California,CA
1990,26544.0,18193.0,5785.0,23978.0,8351.0,54320.0,62671.0,30047608.0,86649.0,6,California,CA
1991,27909.0,19062.0,6111.0,25173.0,8847.0,55381.0,64228.0,30612217.0,89401.0,6,California,CA
1992,27966.0,19087.0,6021.0,25108.0,8879.0,54675.0,63554.0,31102927.0,88662.0,6,California,CA
1993,27286.0,18226.0,6050.0,24276.0,9060.0,53868.0,62928.0,31453274.0,87204.0,6,California,CA
1994,27997.0,18783.0,6316.0,25099.0,9214.0,54494.0,63708.0,31674969.0,88807.0,6,California,CA
1995,29183.0,19357.0,6873.0,26230.0,9826.0,56345.0,66171.0,31854695.0,92401.0,6,California,CA
1996,30839.0,20666.0,7342.0,28008.0,10173.0,58997.0,69170.0,32131922.0,97178.0,6,California,CA
1997,28345.0,19175.0,6998.0,26173.0,9170.0,53569.0,62739.0,32362913.0,88912.0,6,California,CA
1998,32097.0,21333.0,7934.0,29267.0,10764.0,60913.0,71677.0,32763349.0,100944.0,6,California,CA
1999,36748.0,23967.0,8853.0,32820.0,12781.0,65383.0,78164.0,33243480.0,110984.0,6,California,CA
2000,36099.0,23552.0,8720.0,32272.0,12547.0,64375.0,76922.0,33974269.0,109194.0,6,California,CA
2001,36102.0,23372.0,8872.0,32244.0,12730.0,64644.0,77374.0,34608064.0,109618.0,6,California,CA
2002,40558.0,25690.0,9410.0,35100.0,14868.0,67224.0,82092.0,35222901.0,117192.0,6,California,CA
2003,40267.0,26216.0,9680.0,35896.0,14051.0,67944.0,81995.0,35592667.0,117891.0,6,California,CA
2004,39646.0,25721.0,9611.0,35332.0,13925.0,66821.0,80746.0,36003471.0,116078.0,6,California,CA
2005,40049.0,25744.0,9726.0,35470.0,14305.0,66976.0,81281.0,36243236.0,116751.0,6,California,CA
2006,41368.0,26444.0,9937.0,36381.0,14924.0,68129.0,83053.0,36572532.0,119434.0,6,California,CA
2007,43396.0,27805.0,10252.0,38057.0,15591.0,70824.0,86415.0,36672767.0,124472.0,6,California,CA
2008,43160.0,28098.0,10951.0,39049.0,15062.0,72938.0,88000.0,36876276.0,127049.0,6,California,CA
2009,42495.0,27622.0,10828.0,38450.0,14873.0,72074.0,86947.0,37061435.0,125397.0,6,California,CA
2010,40833.0,26172.0,10618.0,36790.0,14661.0,70994.0,85655.0,37346022.0,122445.0,6,California,CA
2011,39576.0,25716.0,10279.0,35995.0,13860.0,68614.0,82474.0,37819249.0,118469.0,6,California,CA
2012,40532.0,25712.0,10305.0,36017.0,14820.0,67757.0,82577.0,38183375.0,118594.0,6,California,CA
2013,40755.0,25815.0,10159.0,35974.0,14940.0,67770.0,82710.0,38498377.0,118684.0,6,California,CA
2014,41646.0,26289.0,10193.0,36482.0,15357.0,68238.0,83595.0,38970399.0,120077.0,6,California,CA
2015,41350.0,26091.0,10141.0,36232.0,15259.0,68507.0,83766.0,39315550.0,119998.0,6,California,CA
2016,41719.0,26144.0,10299.0,36443.0,15575.0,68620.0,84195.0,39421283.0,120638.0,6,California,CA
2017,40944.0,25474.0,10337.0,35811.0,15470.0,68403.0,83873.0,39713887.0,119684.0,6,California,CA
2018,40900.0,25561.0,10478.0,36039.0,15339.0,68663.0,84002.0,39735951.0,120041.0,6,California,CA
1985,2594.0,1885.0,644.0,2529.0,709.0,6509.0,7218.0,3254888.0,9747.0,7,Colorado,CO
1986,2572.0,1877.0,734.0,2611.0,695.0,6616.0,7311.0,3299695.0,9922.0,7,Colorado,CO
1987,2686.0,2050.0,745.0,2795.0,636.0,6682.0,7318.0,3328320.0,10113.0,7,Colorado,CO
1988,2678.0,1994.0,770.0,2764.0,684.0,6720.0,7404.0,3320311.0,10168.0,7,Colorado,CO
1989,2742.0,2001.0,788.0,2789.0,741.0,6785.0,7526.0,3353058.0,10315.0,7,Colorado,CO
1990,2887.0,2125.0,808.0,2933.0,762.0,6874.0,7636.0,3328664.0,10569.0,7,Colorado,CO
1991,3294.0,2387.0,967.0,3354.0,907.0,7735.0,8642.0,3735708.0,11996.0,7,Colorado,CO
1992,3119.0,2294.0,980.0,3274.0,825.0,7388.0,8213.0,3559867.0,11487.0,7,Colorado,CO
1993,3411.0,2509.0,1090.0,3599.0,902.0,8287.0,9189.0,4046148.0,12788.0,7,Colorado,CO
1994,4179.0,2877.0,1105.0,3982.0,1302.0,8666.0,9968.0,4388025.0,13950.0,7,Colorado,CO
1995,5057.0,3258.0,1227.0,4485.0,1799.0,9755.0,11554.0,4892816.0,16039.0,7,Colorado,CO
1996,5418.0,3853.0,1512.0,5365.0,1565.0,10961.0,12526.0,5456201.0,17891.0,7,Colorado,CO
1997,3996.0,2748.0,1269.0,4017.0,1248.0,8410.0,9658.0,4029706.0,13675.0,7,Colorado,CO
1998,4424.0,3041.0,1336.0,4377.0,1383.0,9040.0,10423.0,4081288.0,14800.0,7,Colorado,CO
1999,4897.0,3284.0,1311.0,4595.0,1613.0,9422.0,11035.0,4230160.0,15630.0,7,Colorado,CO
2000,5090.0,3484.0,1420.0,4904.0,1606.0,9953.0,11559.0,4739066.0,16463.0,7,Colorado,CO
2001,5586.0,3746.0,1533.0,5279.0,1840.0,10406.0,12246.0,4946322.0,17525.0,7,Colorado,CO
2002,5083.0,3554.0,1508.0,5062.0,1529.0,10198.0,11727.0,4648662.0,16789.0,7,Colorado,CO
2003,5163.0,3569.0,1531.0,5100.0,1594.0,10089.0,11683.0,4703735.0,16783.0,7,Colorado,CO
2004,5351.0,3665.0,1559.0,5224.0,1686.0,10191.0,11877.0,4827183.0,17101.0,7,Colorado,CO
2005,5247.0,3575.0,1630.0,5205.0,1672.0,10478.0,12150.0,4760547.0,17355.0,7,Colorado,CO
2006,5390.0,3716.0,1639.0,5355.0,1674.0,10561.0,12235.0,4861001.0,17590.0,7,Colorado,CO
2007,5669.0,3804.0,1655.0,5459.0,1865.0,10841.0,12706.0,5025127.0,18165.0,7,Colorado,CO
2008,5741.0,3849.0,1753.0,5602.0,1892.0,11293.0,13185.0,5189787.0,18787.0,7,Colorado,CO
2009,6126.0,4036.0,1703.0,5739.0,2090.0,11197.0,13287.0,5228857.0,19026.0,7,Colorado,CO
2010,5950.0,3907.0,1699.0,5606.0,2043.0,11104.0,13147.0,5299292.0,18753.0,7,Colorado,CO
2011,6190.0,4076.0,1660.0,5736.0,2114.0,11121.0,13235.0,5490450.0,18971.0,7,Colorado,CO
2012,5937.0,3885.0,1632.0,5517.0,2052.0,10950.0,13002.0,5321522.0,18519.0,7,Colorado,CO
2013,5641.0,3752.0,1778.0,5530.0,1889.0,11132.0,13021.0,5371354.0,18551.0,7,Colorado,CO
2014,6001.0,3533.0,1972.0,5505.0,2468.0,10854.0,13322.0,5492445.0,18827.0,7,Colorado,CO
2015,6365.0,4063.0,1643.0,5706.0,2302.0,11266.0,13568.0,5614411.0,19274.0,7,Colorado,CO
2016,6530.0,4147.0,1713.0,5860.0,2383.0,11309.0,13692.0,5699669.0,19552.0,7,Colorado,CO
2017,6014.0,3842.0,1657.0,5499.0,2172.0,10762.0,12934.0,5665626.0,18433.0,7,Colorado,CO
2018,5998.0,3817.0,1721.0,5538.0,2181.0,10796.0,12977.0,5756844.0,18515.0,7,Colorado,CO
1985,1376.0,907.0,313.0,1220.0,469.0,6469.0,6938.0,3242075.0,8158.0,8,Connecticut,CT
1986,1493.0,950.0,339.0,1289.0,543.0,6441.0,6984.0,3257504.0,8273.0,8,Connecticut,CT
1987,1516.0,1009.0,380.0,1389.0,507.0,6797.0,7304.0,3285408.0,8693.0,8,Connecticut,CT
1988,1601.0,1067.0,388.0,1455.0,534.0,6837.0,7371.0,3326040.0,8826.0,8,Connecticut,CT
1989,1607.0,1082.0,403.0,1485.0,525.0,6814.0,7339.0,3324648.0,8824.0,8,Connecticut,CT
1990,1661.0,1127.0,428.0,1555.0,534.0,6985.0,7519.0,3366867.0,9074.0,8,Connecticut,CT
1991,1576.0,1099.0,427.0,1526.0,477.0,6724.0,7201.0,3370840.0,8727.0,8,Connecticut,CT
1992,1660.0,1143.0,425.0,1568.0,517.0,6741.0,7258.0,3360593.0,8826.0,8,Connecticut,CT
1993,1698.0,1164.0,455.0,1619.0,534.0,6725.0,7259.0,3355486.0,8878.0,8,Connecticut,CT
1994,1767.0,1186.0,480.0,1666.0,581.0,6749.0,7330.0,3356789.0,8996.0,8,Connecticut,CT
1995,1716.0,1138.0,532.0,1670.0,578.0,6891.0,7469.0,3356858.0,9139.0,8,Connecticut,CT
1996,2289.0,1450.0,601.0,2051.0,839.0,7869.0,8708.0,3355827.0,10759.0,8,Connecticut,CT
1997,1274.0,908.0,489.0,1397.0,366.0,6138.0,6504.0,3351262.0,7901.0,8,Connecticut,CT
1998,2447.0,1571.0,687.0,2258.0,876.0,8540.0,9416.0,3547702.0,11674.0,8,Connecticut,CT
1999,2105.0,1398.0,728.0,2126.0,707.0,8145.0,8852.0,3763339.0,10978.0,8,Connecticut,CT
2000,2718.0,1644.0,729.0,2373.0,1074.0,8707.0,9781.0,4283356.0,12154.0,8,Connecticut,CT
2001,2462.0,1540.0,766.0,2306.0,922.0,8758.0,9680.0,4178846.0,11986.0,8,Connecticut,CT
2002,2616.0,1640.0,793.0,2433.0,976.0,8729.0,9705.0,4211952.0,12138.0,8,Connecticut,CT
2003,1926.0,1203.0,784.0,1987.0,723.0,7870.0,8593.0,3880135.0,10580.0,8,Connecticut,CT
2004,1947.0,1217.0,787.0,2004.0,730.0,7718.0,8448.0,3792938.0,10452.0,8,Connecticut,CT
2005,1916.0,1201.0,795.0,1996.0,715.0,7647.0,8362.0,3792528.0,10358.0,8,Connecticut,CT
2006,1952.0,1199.0,804.0,2003.0,753.0,7651.0,8404.0,3764006.0,10407.0,8,Connecticut,CT
2007,2022.0,1204.0,808.0,2012.0,818.0,7835.0,8653.0,3817352.0,10665.0,8,Connecticut,CT
2008,2047.0,1231.0,803.0,2034.0,816.0,7974.0,8790.0,3640379.0,10824.0,8,Connecticut,CT
2009,1954.0,1173.0,794.0,1967.0,781.0,7867.0,8648.0,3609641.0,10615.0,8,Connecticut,CT
2010,1876.0,1082.0,816.0,1898.0,794.0,7881.0,8675.0,3694281.0,10573.0,8,Connecticut,CT
2011,1902.0,1081.0,787.0,1868.0,821.0,7595.0,8416.0,3672721.0,10284.0,8,Connecticut,CT
2012,1806.0,1058.0,810.0,1868.0,748.0,7715.0,8463.0,3702874.0,10331.0,8,Connecticut,CT
2013,1835.0,1056.0,803.0,1859.0,779.0,7741.0,8520.0,3687931.0,10379.0,8,Connecticut,CT
2014,1835.0,1076.0,838.0,1914.0,759.0,7966.0,8725.0,3772833.0,10639.0,8,Connecticut,CT
2015,1789.0,1051.0,782.0,1833.0,738.0,7199.0,7937.0,3703110.0,9770.0,8,Connecticut,CT
2016,1572.0,920.0,830.0,1750.0,652.0,7442.0,8094.0,3807343.0,9844.0,8,Connecticut,CT
2017,1442.0,860.0,758.0,1618.0,582.0,6567.0,7149.0,3645220.0,8767.0,8,Connecticut,CT
2018,1491.0,895.0,822.0,1717.0,596.0,6970.0,7566.0,3630004.0,9283.0,8,Connecticut,CT
1985,504.0,294.0,497.0,791.0,210.0,3340.0,3550.0,626000.0,4341.0,10,District of Columbia,DC
1986,537.0,297.0,529.0,826.0,240.0,3348.0,3588.0,626000.0,4414.0,10,District of Columbia,DC
1987,619.0,377.0,573.0,950.0,242.0,3336.0,3578.0,622000.0,4528.0,10,District of Columbia,DC
1988,718.0,437.0,631.0,1068.0,281.0,3289.0,3570.0,620000.0,4638.0,10,District of Columbia,DC
1989,742.0,459.0,699.0,1158.0,283.0,3275.0,3558.0,604000.0,4716.0,10,District of Columbia,DC
