data_year,civilian_ct,female_civilian_ct,female_officer_ct,female_total_ct,male_civilian_ct,male_officer_ct,male_total_ct,population,total_pe_ct,state_id,state_name,state_abbr
1997,7979.0,5359.0,3742.0,9101.0,2620.0,27828.0,30448.0,12161076.0,39549.0,18,Illinois,IL
1998,9464.0,6231.0,4168.0,10399.0,3233.0,30097.0,33330.0,12309471.0,43729.0,18,Illinois,IL
1999,9560.0,6306.0,4347.0,10653.0,3254.0,30075.0,33329.0,12390865.0,43982.0,18,Illinois,IL
2000,13403.0,7661.0,5136.0,12797.0,5742.0,31965.0,37707.0,12649892.0,50504.0,18,Illinois,IL
2001,14003.0,7443.0,5249.0,12692.0,6560.0,31822.0,38382.0,12709255.0,51074.0,18,Illinois,IL
2002,14082.0,7892.0,5293.0,13185.0,6190.0,31344.0,37534.0,12671130.0,50719.0,18,Illinois,IL
2003,13784.0,7720.0,5444.0,13164.0,6064.0,31563.0,37627.0,12871302.0,50791.0,18,Illinois,IL
2004,13800.0,7560.0,5595.0,13155.0,6240.0,31322.0,37562.0,12932050.0,50717.0,18,Illinois,IL
2005,14909.0,7899.0,5627.0,13526.0,7010.0,31390.0,38400.0,12979219.0,51926.0,18,Illinois,IL
2006,14850.0,7825.0,5764.0,13589.0,7025.0,31651.0,38676.0,12903652.0,52265.0,18,Illinois,IL
2007,16259.0,8507.0,5790.0,14297.0,7752.0,31699.0,39451.0,12923835.0,53748.0,18,Illinois,IL
2008,15351.0,7946.0,5767.0,13713.0,7405.0,31703.0,39108.0,12973710.0,52821.0,18,Illinois,IL
2009,14731.0,7745.0,5614.0,13359.0,6986.0,31174.0,38160.0,12965589.0,51519.0,18,Illinois,IL
2010,14438.0,7460.0,5465.0,12925.0,6978.0,30165.0,37143.0,12888247.0,50068.0,18,Illinois,IL
2011,13866.0,7156.0,5274.0,12430.0,6710.0,29732.0,36442.0,12923112.0,48872.0,18,Illinois,IL
2012,14334.0,7107.0,5112.0,12219.0,7227.0,29421.0,36648.0,12934012.0,48867.0,18,Illinois,IL
2013,10150.0,6156.0,4285.0,10441.0,3994.0,29794.0,33788.0,12940590.0,44229.0,18,Illinois,IL
2014,13471.0,6884.0,4946.0,11830.0,6587.0,29455.0,36042.0,12938060.0,47872.0,18,Illinois,IL
2015,14156.0,7297.0,4908.0,12205.0,6859.0,30555.0,37414.0,12920809.0,49619.0,18,Illinois,IL
2016,13364.0,6844.0,4888.0,11732.0,6520.0,29295.0,35815.0,12857245.0,47547.0,18,Illinois,IL
2017,10096.0,4749.0,4318.0,9067.0,5347.0,20897.0,26244.0,12871297.0,35311.0,18,Illinois,IL
2018,10006.0,4663.0,4580.0,9243.0,5343.0,22164.0,27507.0,12810199.0,36750.0,18,Illinois,IL
1985,3015.0,1770.0,559.0,2329.0,1245.0,8123.0,9368.0,5512510.0,11697.0,19,Indiana,IN
1986,3263.0,1842.0,572.0,2414.0,1421.0,8088.0,9509.0,5517626.0,11923.0,19,Indiana,IN
1987,3477.0,1942.0,595.0,2537.0,1535.0,8055.0,9590.0,5545171.0,12127.0,19,Indiana,IN
1988,3615.0,2051.0,623.0,2674.0,1564.0,8092.0,9656.0,5589356.0,12330.0,19,Indiana,IN
1989,3964.0,2251.0,617.0,2868.0,1713.0,8086.0,9799.0,5607665.0,12667.0,19,Indiana,IN
1990,4080.0,2321.0,628.0,2949.0,1759.0,8230.0,9989.0,5557361.0,12938.0,19,Indiana,IN
1991,4210.0,2399.0,673.0,3072.0,1811.0,8368.0,10179.0,5623357.0,13251.0,19,Indiana,IN
1992,4267.0,2478.0,694.0,3172.0,1789.0,8531.0,10320.0,5675479.0,13492.0,19,Indiana,IN
1993,4650.0,2616.0,639.0,3255.0,2034.0,8416.0,10450.0,5726735.0,13705.0,19,Indiana,IN
1994,4918.0,2678.0,647.0,3325.0,2240.0,8515.0,10755.0,5765827.0,14080.0,19,Indiana,IN
1995,4895.0,2688.0,684.0,3372.0,2207.0,8765.0,10972.0,5817404.0,14344.0,19,Indiana,IN
1996,5185.0,2887.0,700.0,3587.0,2298.0,9006.0,11304.0,5855497.0,14891.0,19,Indiana,IN
1997,5310.0,3086.0,723.0,3809.0,2224.0,9334.0,11558.0,5878552.0,15367.0,19,Indiana,IN
1998,5896.0,3446.0,816.0,4262.0,2450.0,10029.0,12479.0,5913427.0,16741.0,19,Indiana,IN
1999,5966.0,3525.0,808.0,4333.0,2441.0,10087.0,12528.0,5957410.0,16861.0,19,Indiana,IN
2000,6326.0,3604.0,898.0,4502.0,2722.0,10287.0,13009.0,6096020.0,17511.0,19,Indiana,IN
2001,7010.0,3856.0,830.0,4686.0,3154.0,10307.0,13461.0,6130368.0,18147.0,19,Indiana,IN
2002,7140.0,3945.0,861.0,4806.0,3195.0,10489.0,13684.0,6174803.0,18490.0,19,Indiana,IN
2003,7065.0,3822.0,857.0,4679.0,3243.0,10543.0,13786.0,6214751.0,18465.0,19,Indiana,IN
2004,7054.0,3832.0,872.0,4704.0,3222.0,10637.0,13859.0,6256746.0,18563.0,19,Indiana,IN
2005,6618.0,3711.0,853.0,4564.0,2907.0,10659.0,13566.0,6284182.0,18130.0,19,Indiana,IN
2006,6836.0,3779.0,832.0,4611.0,3057.0,10573.0,13630.0,6325730.0,18241.0,19,Indiana,IN
2007,6334.0,3469.0,845.0,4314.0,2865.0,10800.0,13665.0,6357333.0,17979.0,19,Indiana,IN
2008,6475.0,3544.0,871.0,4415.0,2931.0,10947.0,13878.0,6388695.0,18293.0,19,Indiana,IN
2009,6463.0,3435.0,980.0,4415.0,3028.0,11114.0,14142.0,6434990.0,18557.0,19,Indiana,IN
2010,6214.0,3336.0,885.0,4221.0,2878.0,11169.0,14047.0,6494899.0,18268.0,19,Indiana,IN
2011,6111.0,3238.0,866.0,4104.0,2873.0,11134.0,14007.0,6528075.0,18111.0,19,Indiana,IN
2012,5462.0,3033.0,879.0,3912.0,2429.0,10871.0,13300.0,6548541.0,17212.0,19,Indiana,IN
2013,5456.0,2942.0,834.0,3776.0,2514.0,10654.0,13168.0,6582010.0,16944.0,19,Indiana,IN
2014,5294.0,2865.0,847.0,3712.0,2429.0,10835.0,13264.0,6607982.0,16976.0,19,Indiana,IN
2015,5310.0,2810.0,890.0,3700.0,2500.0,11252.0,13752.0,6756198.0,17452.0,19,Indiana,IN
2016,5425.0,2843.0,880.0,3723.0,2582.0,11267.0,13849.0,6905471.0,17572.0,19,Indiana,IN
2017,1476.0,991.0,585.0,1576.0,485.0,6766.0,7251.0,6835640.0,8827.0,19,Indiana,IN
2018,3767.0,2113.0,1189.0,3302.0,1654.0,8831.0,10485.0,7066463.0,13787.0,19,Indiana,IN
1985,1553.0,1060.0,387.0,1447.0,493.0,4204.0,4697.0,2487754.0,6144.0,20,Kansas,KS
1986,1638.0,1074.0,366.0,1440.0,564.0,4257.0,4821.0,2476142.0,6261.0,20,Kansas,KS
1987,1653.0,1102.0,407.0,1509.0,551.0,4443.0,4994.0,2489404.0,6503.0,20,Kansas,KS
1988,1786.0,1181.0,395.0,1576.0,605.0,4599.0,5204.0,2490770.0,6780.0,20,Kansas,KS
1989,1826.0,1235.0,418.0,1653.0,591.0,4723.0,5314.0,2514672.0,6967.0,20,Kansas,KS
1990,1964.0,1309.0,435.0,1744.0,655.0,4971.0,5626.0,2479255.0,7370.0,20,Kansas,KS
1991,2037.0,1343.0,450.0,1793.0,694.0,5080.0,5774.0,2496051.0,7567.0,20,Kansas,KS
1992,2116.0,1390.0,484.0,1874.0,726.0,5391.0,6117.0,2524061.0,7991.0,20,Kansas,KS
1993,2238.0,1472.0,463.0,1935.0,766.0,5528.0,6294.0,2532011.0,8229.0,20,Kansas,KS
1994,2332.0,1535.0,479.0,2014.0,797.0,5683.0,6480.0,2555019.0,8494.0,20,Kansas,KS
1995,2486.0,1578.0,441.0,2019.0,908.0,5854.0,6762.0,2566030.0,8781.0,20,Kansas,KS
1996,2659.0,1668.0,443.0,2111.0,991.0,5888.0,6879.0,2573031.0,8990.0,20,Kansas,KS
1997,2642.0,1706.0,485.0,2191.0,936.0,6059.0,6995.0,2596039.0,9186.0,20,Kansas,KS
1998,2759.0,1786.0,510.0,2296.0,973.0,6188.0,7161.0,2629938.0,9457.0,20,Kansas,KS
1999,2925.0,1834.0,524.0,2358.0,1091.0,6245.0,7336.0,2654899.0,9694.0,20,Kansas,KS
2000,3690.0,2280.0,640.0,2920.0,1410.0,7866.0,9276.0,3484576.0,12196.0,20,Kansas,KS
2001,4036.0,2398.0,656.0,3054.0,1638.0,7789.0,9427.0,3290731.0,12481.0,20,Kansas,KS
2002,3801.0,2162.0,588.0,2750.0,1639.0,7307.0,8946.0,2998938.0,11696.0,20,Kansas,KS
2003,3634.0,2244.0,709.0,2953.0,1390.0,7630.0,9020.0,3248805.0,11973.0,20,Kansas,KS
2004,3147.0,2065.0,677.0,2742.0,1082.0,7283.0,8365.0,2985539.0,11107.0,20,Kansas,KS
2005,3558.0,2213.0,673.0,2886.0,1345.0,7282.0,8627.0,2961022.0,11513.0,20,Kansas,KS
2006,3758.0,2265.0,763.0,3028.0,1493.0,7798.0,9291.0,3049023.0,12319.0,20,Kansas,KS
2007,3769.0,2315.0,812.0,3127.0,1454.0,7897.0,9351.0,3058565.0,12478.0,20,Kansas,KS
2008,3944.0,2390.0,756.0,3146.0,1554.0,7728.0,9282.0,3072468.0,12428.0,20,Kansas,KS
2009,3833.0,2324.0,710.0,3034.0,1509.0,7533.0,9042.0,3122911.0,12076.0,20,Kansas,KS
2010,3852.0,2376.0,676.0,3052.0,1476.0,7327.0,8803.0,3077427.0,11855.0,20,Kansas,KS
2011,3861.0,2318.0,671.0,2989.0,1543.0,7208.0,8751.0,3072541.0,11740.0,20,Kansas,KS
2012,3615.0,2234.0,728.0,2962.0,1381.0,7228.0,8609.0,3100218.0,11571.0,20,Kansas,KS
2013,3597.0,2184.0,694.0,2878.0,1413.0,7287.0,8700.0,3128513.0,11578.0,20,Kansas,KS
2014,4098.0,2469.0,829.0,3298.0,1629.0,7604.0,9233.0,3252355.0,12531.0,20,Kansas,KS
2015,4037.0,2384.0,748.0,3132.0,1653.0,7313.0,8966.0,3170425.0,12098.0,20,Kansas,KS
2016,3573.0,2220.0,786.0,3006.0,1353.0,7395.0,8748.0,3154949.0,11754.0,20,Kansas,KS
2017,2811.0,1879.0,720.0,2599.0,932.0,6380.0,7312.0,3101213.0,9911.0,20,Kansas,KS
2018,2582.0,1681.0,716.0,2397.0,901.0,6105.0,7006.0,3099536.0,9403.0,20,Kansas,KS
1985,1813.0,1036.0,304.0,1340.0,777.0,4860.0,5637.0,3740524.0,6977.0,21,Kentucky,KY
1986,1733.0,934.0,358.0,1292.0,799.0,4906.0,5705.0,3740656.0,6997.0,21,Kentucky,KY
1987,1686.0,984.0,353.0,1337.0,702.0,4941.0,5643.0,3745872.0,6980.0,21,Kentucky,KY
1988,1687.0,1021.0,359.0,1380.0,666.0,4923.0,5589.0,3740136.0,6969.0,21,Kentucky,KY
1989,1755.0,1067.0,400.0,1467.0,688.0,5020.0,5708.0,3746539.0,7175.0,21,Kentucky,KY
1990,1824.0,1064.0,435.0,1499.0,760.0,5191.0,5951.0,3704741.0,7450.0,21,Kentucky,KY
1991,1908.0,1058.0,456.0,1514.0,850.0,5274.0,6124.0,3731114.0,7638.0,21,Kentucky,KY
1992,2067.0,1209.0,585.0,1794.0,858.0,6238.0,7096.0,3780907.0,8890.0,21,Kentucky,KY
1993,2095.0,1242.0,593.0,1835.0,853.0,6328.0,7181.0,3796549.0,9016.0,21,Kentucky,KY
1994,2053.0,1258.0,596.0,1854.0,795.0,6478.0,7273.0,3891163.0,9127.0,21,Kentucky,KY
1995,2161.0,1284.0,639.0,1923.0,877.0,6581.0,7458.0,3870874.0,9381.0,21,Kentucky,KY
1996,2387.0,1316.0,655.0,1971.0,1071.0,6639.0,7710.0,3943091.0,9681.0,21,Kentucky,KY
1997,2372.0,1318.0,642.0,1960.0,1054.0,6842.0,7896.0,4039311.0,9856.0,21,Kentucky,KY
1998,2153.0,1322.0,695.0,2017.0,831.0,7124.0,7955.0,3972802.0,9972.0,21,Kentucky,KY
1999,2270.0,1440.0,686.0,2126.0,830.0,7247.0,8077.0,3999766.0,10203.0,21,Kentucky,KY
2000,2459.0,1557.0,677.0,2234.0,902.0,7534.0,8436.0,4167708.0,10670.0,21,Kentucky,KY
2001,2561.0,1624.0,716.0,2340.0,937.0,7928.0,8865.0,4387084.0,11205.0,21,Kentucky,KY
2002,2577.0,1676.0,706.0,2382.0,901.0,8216.0,9117.0,4496702.0,11499.0,21,Kentucky,KY
2003,3118.0,1989.0,973.0,2962.0,1129.0,9660.0,10789.0,4769068.0,13751.0,21,Kentucky,KY
2004,3178.0,2035.0,850.0,2885.0,1143.0,9139.0,10282.0,4855220.0,13167.0,21,Kentucky,KY
2005,2811.0,1801.0,863.0,2664.0,1010.0,9407.0,10417.0,4933532.0,13081.0,21,Kentucky,KY
2006,2670.0,1746.0,839.0,2585.0,924.0,9682.0,10606.0,5067260.0,13191.0,21,Kentucky,KY
2007,2963.0,1910.0,857.0,2767.0,1053.0,10510.0,11563.0,5361581.0,14330.0,21,Kentucky,KY
2008,3388.0,2064.0,924.0,2988.0,1324.0,11262.0,12586.0,5981446.0,15574.0,21,Kentucky,KY
2009,2610.0,1588.0,800.0,2388.0,1022.0,9649.0,10671.0,5082242.0,13059.0,21,Kentucky,KY
2010,2540.0,1579.0,697.0,2276.0,961.0,9316.0,10277.0,4748332.0,12553.0,21,Kentucky,KY
2011,2476.0,1487.0,659.0,2146.0,989.0,8642.0,9631.0,4421541.0,11777.0,21,Kentucky,KY
2012,2501.0,1527.0,651.0,2178.0,974.0,8743.0,9717.0,4454279.0,11895.0,21,Kentucky,KY
2013,2345.0,1451.0,642.0,2093.0,894.0,8530.0,9424.0,4432530.0,11517.0,21,Kentucky,KY
2014,2738.0,1643.0,705.0,2348.0,1095.0,9060.0,10155.0,4491063.0,12503.0,21,Kentucky,KY
2015,2807.0,1656.0,792.0,2448.0,1151.0,9815.0,10966.0,4505815.0,13414.0,21,Kentucky,KY
2016,2528.0,1516.0,645.0,2161.0,1012.0,8615.0,9627.0,4480598.0,11788.0,21,Kentucky,KY
2017,2152.0,1267.0,505.0,1772.0,885.0,7146.0,8031.0,4503900.0,9803.0,21,Kentucky,KY
2018,2220.0,1341.0,500.0,1841.0,879.0,6977.0,7856.0,4523434.0,9697.0,21,Kentucky,KY
1985,1795.0,1148.0,1863.0,3011.0,647.0,9739.0,10386.0,4499550.0,13397.0,22,Louisiana,LA
1986,1929.0,1200.0,1828.0,3028.0,729.0,9694.0,10423.0,4527564.0,13451.0,22,Louisiana,LA
1987,1935.0,1352.0,1957.0,3309.0,583.0,9897.0,10480.0,4487402.0,13789.0,22,Louisiana,LA
1988,1759.0,1196.0,2028.0,3224.0,563.0,9916.0,10479.0,4446242.0,13703.0,22,Louisiana,LA
1989,1915.0,1290.0,1992.0,3282.0,625.0,10089.0,10714.0,4408399.0,13996.0,22,Louisiana,LA
1990,1873.0,1305.0,2103.0,3408.0,568.0,10539.0,11107.0,4243959.0,14515.0,22,Louisiana,LA
1991,1637.0,1078.0,2470.0,3548.0,559.0,10914.0,11473.0,4276163.0,15021.0,22,Louisiana,LA
1992,2111.0,1418.0,2243.0,3661.0,693.0,10898.0,11591.0,4311357.0,15252.0,22,Louisiana,LA
1993,2397.0,1634.0,2297.0,3931.0,763.0,11237.0,12000.0,4319452.0,15931.0,22,Louisiana,LA
1994,3203.0,2105.0,2053.0,4158.0,1098.0,11628.0,12726.0,4339929.0,16884.0,22,Louisiana,LA
1995,3648.0,2308.0,2041.0,4349.0,1340.0,11866.0,13206.0,4360669.0,17555.0,22,Louisiana,LA
1996,3859.0,2458.0,2195.0,4653.0,1401.0,11937.0,13338.0,4369704.0,17991.0,22,Louisiana,LA
1997,4022.0,2666.0,2533.0,5199.0,1356.0,12761.0,14117.0,4370705.0,19316.0,22,Louisiana,LA
1998,4280.0,2796.0,2649.0,5445.0,1484.0,13071.0,14555.0,4385359.0,20000.0,22,Louisiana,LA
1999,3833.0,2673.0,2950.0,5623.0,1160.0,14108.0,15268.0,4422198.0,20891.0,22,Louisiana,LA
2000,3922.0,2708.0,3190.0,5898.0,1214.0,14058.0,15272.0,4522112.0,21170.0,22,Louisiana,LA
2001,4599.0,3164.0,3129.0,6293.0,1435.0,13702.0,15137.0,4518855.0,21430.0,22,Louisiana,LA
2002,5609.0,3654.0,3543.0,7197.0,1955.0,13987.0,15942.0,4529119.0,23139.0,22,Louisiana,LA
2003,5088.0,3643.0,3180.0,6823.0,1445.0,14140.0,15585.0,4545591.0,22408.0,22,Louisiana,LA
2004,5249.0,3742.0,3327.0,7069.0,1507.0,14359.0,15866.0,4589482.0,22935.0,22,Louisiana,LA
2005,4366.0,3094.0,3244.0,6338.0,1272.0,14111.0,15383.0,4613033.0,21721.0,22,Louisiana,LA
2006,4317.0,2965.0,3428.0,6393.0,1352.0,13868.0,15220.0,4380946.0,21613.0,22,Louisiana,LA
2007,5958.0,3912.0,2965.0,6877.0,2046.0,13818.0,15864.0,4375963.0,22741.0,22,Louisiana,LA
2008,5367.0,3765.0,3510.0,7275.0,1602.0,14536.0,16138.0,4527404.0,23413.0,22,Louisiana,LA
2009,6525.0,4134.0,3053.0,7187.0,2391.0,14751.0,17142.0,4709031.0,24329.0,22,Louisiana,LA
2010,5962.0,3798.0,3161.0,6959.0,2164.0,14236.0,16400.0,4620930.0,23359.0,22,Louisiana,LA
2011,5312.0,3637.0,3389.0,7026.0,1675.0,14438.0,16113.0,4660188.0,23139.0,22,Louisiana,LA
2012,5110.0,3540.0,3469.0,7009.0,1570.0,14565.0,16135.0,4781059.0,23144.0,22,Louisiana,LA
2013,4626.0,3088.0,3280.0,6368.0,1538.0,13865.0,15403.0,4724918.0,21771.0,22,Louisiana,LA
2014,5333.0,3407.0,3553.0,6960.0,1926.0,14027.0,15953.0,4774313.0,22913.0,22,Louisiana,LA
2015,6332.0,3955.0,3447.0,7402.0,2377.0,14155.0,16532.0,4823474.0,23934.0,22,Louisiana,LA
2016,6395.0,4251.0,3252.0,7503.0,2144.0,13786.0,15930.0,4838099.0,23433.0,22,Louisiana,LA
2017,4704.0,3206.0,3528.0,6734.0,1498.0,12251.0,13749.0,4911108.0,20483.0,22,Louisiana,LA
2018,4653.0,3045.0,3031.0,6076.0,1608.0,11195.0,12803.0,4724297.0,18879.0,22,Louisiana,LA
1985,1877.0,1114.0,555.0,1669.0,763.0,13004.0,13767.0,5849832.0,15436.0,23,Massachusetts,MA
1986,2161.0,1380.0,599.0,1979.0,781.0,13335.0,14116.0,5860271.0,16095.0,23,Massachusetts,MA
1987,2252.0,1419.0,672.0,2091.0,833.0,13723.0,14556.0,5884226.0,16647.0,23,Massachusetts,MA
1988,2375.0,1287.0,704.0,1991.0,1088.0,13898.0,14986.0,5900227.0,16977.0,23,Massachusetts,MA
1989,2450.0,1393.0,721.0,2114.0,1057.0,13917.0,14974.0,5943089.0,17088.0,23,Massachusetts,MA
1990,2543.0,1577.0,764.0,2341.0,966.0,13711.0,14677.0,6046866.0,17018.0,23,Massachusetts,MA
1991,2386.0,1524.0,805.0,2329.0,862.0,13255.0,14117.0,6026328.0,16446.0,23,Massachusetts,MA
1992,2402.0,1497.0,836.0,2333.0,905.0,13779.0,14684.0,6028332.0,17017.0,23,Massachusetts,MA
1993,2492.0,1528.0,907.0,2435.0,964.0,14111.0,15075.0,6049873.0,17510.0,23,Massachusetts,MA
1994,2662.0,1559.0,1051.0,2610.0,1103.0,15324.0,16427.0,6664640.0,19037.0,23,Massachusetts,MA
1995,2933.0,1718.0,1062.0,2780.0,1215.0,15079.0,16294.0,6278136.0,19074.0,23,Massachusetts,MA
1996,3084.0,1728.0,1234.0,2962.0,1356.0,16179.0,17535.0,6598443.0,20497.0,23,Massachusetts,MA
1997,2956.0,1694.0,1224.0,2918.0,1262.0,15495.0,16757.0,6284719.0,19675.0,23,Massachusetts,MA
1998,3256.0,1930.0,1215.0,3145.0,1326.0,15650.0,16976.0,6272979.0,20121.0,23,Massachusetts,MA
1999,3207.0,1858.0,1337.0,3195.0,1349.0,15951.0,17300.0,6367686.0,20495.0,23,Massachusetts,MA
2000,3361.0,1911.0,1364.0,3275.0,1450.0,16410.0,17860.0,6781415.0,21135.0,23,Massachusetts,MA
2001,3445.0,1950.0,1364.0,3314.0,1495.0,16086.0,17581.0,6638271.0,20895.0,23,Massachusetts,MA
2002,3569.0,2054.0,1420.0,3474.0,1515.0,16334.0,17849.0,6888021.0,21323.0,23,Massachusetts,MA
2003,3280.0,1928.0,1375.0,3303.0,1352.0,15658.0,17010.0,6694614.0,20313.0,23,Massachusetts,MA
2004,3513.0,1998.0,1380.0,3378.0,1515.0,15754.0,17269.0,6838273.0,20647.0,23,Massachusetts,MA
2005,3424.0,2011.0,1390.0,3401.0,1413.0,15586.0,16999.0,6618031.0,20400.0,23,Massachusetts,MA
2006,3445.0,2074.0,1401.0,3475.0,1371.0,15992.0,17363.0,6563640.0,20838.0,23,Massachusetts,MA
2007,3660.0,2171.0,1404.0,3575.0,1489.0,16229.0,17718.0,6792720.0,21293.0,23,Massachusetts,MA
2008,3712.0,2136.0,1403.0,3539.0,1576.0,15882.0,17458.0,6621643.0,20997.0,23,Massachusetts,MA
2009,3236.0,1908.0,1358.0,3266.0,1328.0,15353.0,16681.0,6703667.0,19947.0,23,Massachusetts,MA
2010,3498.0,2095.0,1399.0,3494.0,1403.0,15079.0,16482.0,6666219.0,19976.0,23,Massachusetts,MA
2011,3505.0,2056.0,1386.0,3442.0,1449.0,15250.0,16699.0,6682309.0,20141.0,23,Massachusetts,MA
2012,3335.0,1983.0,1372.0,3355.0,1352.0,15257.0,16609.0,6774799.0,19964.0,23,Massachusetts,MA
2013,3423.0,2009.0,1404.0,3413.0,1414.0,15332.0,16746.0,6765234.0,20159.0,23,Massachusetts,MA
2014,3539.0,2103.0,1437.0,3540.0,1436.0,15787.0,17223.0,6882177.0,20763.0,23,Massachusetts,MA
2015,3733.0,2175.0,1473.0,3648.0,1558.0,15943.0,17501.0,6892139.0,21149.0,23,Massachusetts,MA
2016,3721.0,2178.0,1519.0,3697.0,1543.0,16052.0,17595.0,6828759.0,21292.0,23,Massachusetts,MA
2017,3607.0,2073.0,1466.0,3539.0,1534.0,15038.0,16572.0,6872032.0,20111.0,23,Massachusetts,MA
2018,3623.0,2118.0,1497.0,3615.0,1505.0,15220.0,16725.0,6913325.0,20340.0,23,Massachusetts,MA
1985,2971.0,1835.0,825.0,2660.0,1136.0,10323.0,11459.0,4482401.0,14119.0,24,Maryland,MD
1986,3017.0,1866.0,913.0,2779.0,1151.0,10465.0,11616.0,4540424.0,14395.0,24,Maryland,MD
1987,3085.0,1914.0,982.0,2896.0,1171.0,10513.0,11684.0,4614486.0,14580.0,24,Maryland,MD
1988,3175.0,1989.0,1041.0,3030.0,1186.0,10848.0,12034.0,4775413.0,15064.0,24,Maryland,MD
1989,3291.0,2045.0,1135.0,3180.0,1246.0,11025.0,12271.0,4826741.0,15451.0,24,Maryland,MD
1990,3525.0,2196.0,1270.0,3466.0,1329.0,11391.0,12720.0,4915457.0,16186.0,24,Maryland,MD
1991,3655.0,2329.0,1375.0,3704.0,1326.0,11737.0,13063.0,4994174.0,16767.0,24,Maryland,MD
1992,3565.0,2246.0,1396.0,3642.0,1319.0,11242.0,12561.0,5044948.0,16203.0,24,Maryland,MD
1993,3717.0,2340.0,1432.0,3772.0,1377.0,11510.0,12887.0,5096954.0,16659.0,24,Maryland,MD
1994,3987.0,2404.0,1551.0,3955.0,1583.0,11876.0,13459.0,5140339.0,17414.0,24,Maryland,MD
1995,3935.0,2381.0,1627.0,4008.0,1554.0,11901.0,13455.0,5182371.0,17463.0,24,Maryland,MD
1996,3935.0,2402.0,1679.0,4081.0,1533.0,11958.0,13491.0,5213193.0,17572.0,24,Maryland,MD
1997,4277.0,2589.0,1793.0,4382.0,1688.0,12401.0,14089.0,5240988.0,18471.0,24,Maryland,MD
1998,4217.0,2618.0,1864.0,4482.0,1599.0,12764.0,14363.0,5285233.0,18845.0,24,Maryland,MD
1999,4372.0,2718.0,1901.0,4619.0,1654.0,12733.0,14387.0,5329480.0,19006.0,24,Maryland,MD
2000,4552.0,2785.0,1991.0,4776.0,1767.0,12915.0,14682.0,5449611.0,19458.0,24,Maryland,MD
2001,4745.0,2882.0,2073.0,4955.0,1863.0,13078.0,14941.0,5530549.0,19896.0,24,Maryland,MD
2002,4941.0,2956.0,2125.0,5081.0,1985.0,13203.0,15188.0,5615508.0,20269.0,24,Maryland,MD
2003,4754.0,2924.0,2109.0,5033.0,1830.0,13179.0,15009.0,5672192.0,20042.0,24,Maryland,MD
2004,5526.0,3318.0,2277.0,5595.0,2208.0,14624.0,16832.0,5726100.0,22427.0,24,Maryland,MD
2005,5048.0,3040.0,2101.0,5141.0,2008.0,13245.0,15253.0,5769032.0,20394.0,24,Maryland,MD
2006,5989.0,3555.0,2239.0,5794.0,2434.0,14814.0,17248.0,5782952.0,23042.0,24,Maryland,MD
2007,5387.0,3269.0,2128.0,5397.0,2118.0,13825.0,15943.0,5788936.0,21340.0,24,Maryland,MD
2008,5430.0,3281.0,2139.0,5420.0,2149.0,13967.0,16116.0,5800551.0,21536.0,24,Maryland,MD
2009,5197.0,3173.0,2140.0,5313.0,2024.0,14017.0,16041.0,5870524.0,21354.0,24,Maryland,MD
2010,5224.0,3172.0,2145.0,5317.0,2052.0,13849.0,15901.0,5949764.0,21218.0,24,Maryland,MD
2011,5236.0,3101.0,2103.0,5204.0,2135.0,13762.0,15897.0,6006169.0,21101.0,24,Maryland,MD
2012,5563.0,3313.0,2231.0,5544.0,2250.0,15271.0,17521.0,6067471.0,23065.0,24,Maryland,MD
2013,6354.0,3583.0,2416.0,5999.0,2771.0,16904.0,19675.0,6114548.0,25674.0,24,Maryland,MD
2014,5087.0,3006.0,2168.0,5174.0,2081.0,14143.0,16224.0,6167060.0,21398.0,24,Maryland,MD
2015,5815.0,3437.0,2283.0,5720.0,2378.0,15514.0,17892.0,6202009.0,23612.0,24,Maryland,MD
2016,5828.0,3426.0,2239.0,5665.0,2402.0,15524.0,17926.0,6213545.0,23591.0,24,Maryland,MD
2017,5234.0,3199.0,2221.0,5420.0,2035.0,14778.0,16813.0,6249375.0,22233.0,24,Maryland,MD
2018,5469.0,3420.0,2402.0,5822.0,2049.0,16211.0,18260.0,6939906.0,24082.0,24,Maryland,MD
1985,577.0,308.0,65.0,373.0,269.0,1774.0,2043.0,1173937.0,2416.0,25,Maine,ME
1986,583.0,315.0,52.0,367.0,268.0,1781.0,2049.0,1184338.0,2416.0,25,Maine,ME
1987,593.0,326.0,64.0,390.0,267.0,1808.0,2075.0,1193494.0,2465.0,25,Maine,ME
1988,667.0,369.0,75.0,444.0,298.0,1860.0,2158.0,1217917.0,2602.0,25,Maine,ME
1989,689.0,377.0,81.0,458.0,312.0,1878.0,2190.0,1234299.0,2648.0,25,Maine,ME
1990,638.0,359.0,86.0,445.0,279.0,1901.0,2180.0,1237608.0,2625.0,25,Maine,ME
1991,601.0,323.0,83.0,406.0,278.0,1871.0,2149.0,1244734.0,2555.0,25,Maine,ME
1992,607.0,333.0,83.0,416.0,274.0,1911.0,2185.0,1244734.0,2601.0,25,Maine,ME
1993,663.0,358.0,82.0,440.0,305.0,1925.0,2230.0,1265033.0,2670.0,25,Maine,ME
1994,658.0,341.0,92.0,433.0,317.0,1879.0,2196.0,1266050.0,2629.0,25,Maine,ME
1995,649.0,331.0,91.0,422.0,318.0,1942.0,2260.0,1267067.0,2682.0,25,Maine,ME
